game_id,game,date,time,round,phase,season_code,score_a,score_b,team_a,team_b,team_id_a,team_id_b,coach_a,coach_b,game_time,remaining_partial_time,referee_1,referee_2,referee_3,stadium,capacity,w_id,fouls_a,fouls_b,timeouts_a,timeouts_b,score_quarter_1_a,score_quarter_2_a,score_quarter_3_a,score_quarter_4_a,score_quarter_1_b,score_quarter_2_b,score_quarter_3_b,score_quarter_4_b,score_extra_time_1_a,score_extra_time_2_a,score_extra_time_3_a,score_extra_time_4_a,score_extra_time_1_b,score_extra_time_2_b,score_extra_time_3_b,score_extra_time_4_b
E2007_001,OLY-BAS,2007-10-25,20:30:00,1,REGULAR SEASON,E2007,95,90,OLYMPIACOS PIRAEUS B.C.,BASKONIA,OLY,BAS,,,40:00,00:00,"JUNGEBRAND, CARL","SUTULOVIC, ZORAN","CEREBUCH, GUERRINO",PEACE AND FRIENDSHIP STADIUM,0,80,17,21,0,0,26,55,70,95,20,37,65,90,,,,,,,,
E2007_002,VIR-ZAL,2007-10-24,20:30:00,1,REGULAR SEASON,E2007,81,75,VIRTUS VIDIVICI BOLOGNA,ZALGIRIS KAUNAS,VIR,ZAL,,,40:00,00:00,"MARTIN, JOSE","CHRISTODOULOU, CHRISTOS","RUTESIC, ZDRAVKO",PALAMALAGUTI,0,80,20,18,4,4,19,37,57,81,21,39,61,75,,,,,,,,
E2007_003,SOP-CSK,2007-10-22,20:15:00,1,REGULAR SEASON,E2007,69,88,PROKOM TREFL SOPOT,CSKA MOSCOW,SOP,CSK,,,40:00,00:00,"PITSILKAS, NIKOLAOS","PUKL,SASA","HIERREZUELO, DANI",OLIVIA SPORT HALL,0,80,18,18,3,1,16,32,50,69,13,45,69,88,,,,,,,,
E2007_004,SIE-LJU,2007-10-24,20:30:00,1,REGULAR SEASON,E2007,80,52,MONTEPASCHI,OLIMPIJA,SIE,LJU,,,40:00,00:00,"AMOROS, XAVIER","MUHVIC, DUBRAVKO","GONTAS, SPIROS",PALASPORTS MENS SANA,0,80,14,18,1,4,20,50,59,80,18,26,41,52,,,,,,,,
E2007_005,ARI-MAL,2007-10-24,20:45:00,1,REGULAR SEASON,E2007,87,83,ARIS THESSALONIKI,BALONCESTO MALAGA,ARI,MAL,,,40:00,00:00,"FACCHINI, FABIO","DOZAI, SRADAN","KOLAR, ROMAN",PALAIS DES SPORTS,0,80,27,28,3,4,24,40,59,87,23,39,65,83,,,,,,,,
E2007_006,CIB-IST,2007-10-24,18:15:00,1,REGULAR SEASON,E2007,93,85,KK CIBONA,EFES PILSEN ISTANBUL,CIB,IST,,,40:00,00:00,"GARCIA ORTIZ, JOSE RAMON","MOUZAKIS, COSTAS","GARCIA GONZALEZ, JUAN CARLOS",BASKETBALL CENTER  DRAZEN PETROVIC,3900,80,23,21,5,4,21,47,75,93,28,54,70,85,,,,,,,,
E2007_007,MIL-LIE,2007-10-25,20:30:00,1,REGULAR SEASON,E2007,76,83,MILANO,LIETUVOS RYTAS,MIL,LIE,,,40:00,00:00,"BELOSEVIC, ILIJA","JERSAN, ANDREJ","PEREZ PEREZ, MIGUEL",FORUMNET,0,80,24,28,4,4,16,29,51,76,26,44,61,83,,,,,,,,
E2007_008,TEL-LEM,2007-10-25,20:45:00,1,REGULAR SEASON,E2007,74,71,MACCABI TEL AVIV,LE MANS SARTHE BASKET,TEL,LEM,,,40:00,00:00,"ANKARALI, RECEP","SPIRIDONOS, LEONIDAS","NESKOVIC, DRAGAN",NOKIA ARENA,11000,80,19,22,2,4,25,41,56,74,23,42,62,71,,,,,,,,
E2007_009,ULK-MAD,2007-10-25,19:15:00,1,REGULAR SEASON,E2007,72,80,FENERBAHCE ULKER,REAL MADRID,ULK,MAD,,,40:00,00:00,"BRAZAUSKAS, ROMUALDAS","TAURINO, PAOLO","RYZHYK, BORYS",ABDI IPEKÇI SPORTS HALL,5000,80,18,16,4,2,10,31,57,72,30,48,68,80,,,,,,,,
E2007_010,PAN-ROM,2007-10-24,19:45:00,1,REGULAR SEASON,E2007,86,83,PANATHINAIKOS,VIRTUS ROMA,PAN,ROM,,,40:00,00:00,"BACHAR, SHMUEL","ARTEAGA, JUAN CARLOS","VOJINOVIC, MILIJA",O.A.K.A.,0,80,21,31,5,4,20,35,62,86,26,45,58,83,,,,,,,,
E2007_011,BAM-ROA,2007-10-25,20:45:00,1,REGULAR SEASON,E2007,61,64,BASKETS BAMBERG,ROANNE,BAM,ROA,,,40:00,00:00,"MITJANA, JUAN CARLOS","LOVSYN, ANDREJ","LOPES, LUIS",JAKO ARENA BAMBERG,6800,80,20,20,3,2,10,25,39,61,19,29,50,64,,,,,,,,
E2007_012,PAR-BAR,2007-10-24,20:45:00,1,REGULAR SEASON,E2007,81,78,PARTIZAN BC,FC BARCELONA,PAR,BAR,,,40:00,00:00,"KOUKOULEKIDIS, STELIOS","SAHIN, TOLGA","ANASTOPOULOS, PANAGIOTIS",PIONIR,6137,80,27,24,3,5,15,42,62,81,20,41,54,78,,,,,,,,
E2007_013,LJU-OLY,2007-11-01,20:45:00,2,REGULAR SEASON,E2007,87,78,UNION OLIMPIJA,OLYMPIACOS PIRAEUS,LJU,OLY,,,40:00,00:00,"MITJANA, JUAN CARLOS","JASEVICIUS, TOMAS","CHIARI, ROBERTO",TIVOLI  ARENA,5500,80,27,22,3,3,14,37,56,87,21,34,53,78,,,,,,,,
E2007_014,CSK-SIE,2007-10-31,18:15:00,2,REGULAR SEASON,E2007,74,70,CSKA MOSCOW,MONTEPASCHI SIENA,CSK,SIE,,,40:00,00:00,"KOUKOULEKIDIS, STELIOS","MARTIN, JOSE","CMIKIEWICZ, MAREK",UNIVERSAL SPORTS HALL CSKA,4500,80,22,21,2,5,20,36,60,74,18,33,52,70,,,,,,,,
E2007_015,ZAL-SOP,2007-10-31,19:15:00,2,REGULAR SEASON,E2007,82,72,ZALGIRIS,PROKOM TREFL SOPOT,ZAL,SOP,,,40:00,00:00,"LAMONICA, LUIGI","DRABIKOVSKY, VOLODYMR","LEFWERTH, OSCAR",S.DARIUS AND S.GIRENAS SPORT CENTER,5000,80,23,24,2,4,16,35,56,82,31,42,50,72,,,,,,,,
E2007_016,BAS-VIR,2007-11-01,20:30:00,2,REGULAR SEASON,E2007,98,71,TAU CERAMICA,VIRTUS VIDIVICI BOLOGNA,BAS,VIR,,,40:00,00:00,"BRAZAUSKAS, ROMUALDAS","PILOIDIS, ANASTASIOS","CHAMBON, DAVID",FERNANDO BUESA ARENA,8400,80,17,24,2,4,26,49,78,98,19,34,47,71,,,,,,,,
E2007_017,LEM-ARI,2007-11-01,20:30:00,2,REGULAR SEASON,E2007,66,69,LE MANS SARTHE BASKET,ARIS TT BANK,LEM,ARI,,,40:00,00:00,"SUDEK, PETR","PEREZ PIZARRO, EMILIO","BULTO, VICENTE",ANTARES,4700,80,22,21,3,5,19,27,49,66,18,39,52,69,,,,,,,,
E2007_018,LIE-TEL,2007-11-01,19:15:00,2,REGULAR SEASON,E2007,92,74,LIETUVOS RYTAS,MACCABI ELITE TEL AVIV,LIE,TEL,,,40:00,00:00,"JUNGEBRAND, CARL","ZIEMBLICKI, GRZEGORZ","KLAAR, LARS",SIEMENS ARENA,10800,80,24,22,2,5,22,46,72,92,14,31,53,74,,,,,,,,
E2007_019,IST-MIL,2007-10-31,20:15:00,2,REGULAR SEASON,E2007,80,70,EFES PILSEN ISTANBUL,ARMANI JEANS MILANO,IST,MIL,,,40:00,00:00,"BACHAR, SHMUEL","ARTEAGA, JUAN CARLOS","BOLTAUZER, MATEJ",ABDI IPEKÇI SPORTS HALL,5000,80,16,19,2,4,20,46,69,80,18,28,52,70,,,,,,,,
E2007_020,MAL-CIB,2007-10-31,20:45:00,2,REGULAR SEASON,E2007,102,64,UNICAJA,CIBONA,MAL,CIB,,,40:00,00:00,"CASTANO, ANIBAL","CICORIA, GIANPAOLO","ZAMOJSKI, JAKUB",PALACIO DE LOS DEPORTES J.M. MARTIN CARPENA,7900,80,18,30,2,5,21,54,78,102,18,34,48,64,,,,,,,,
E2007_021,BAR-ULK,2007-11-01,20:00:00,2,REGULAR SEASON,E2007,82,67,AXA FC BARCELONA,FENERBAHCE ULKER,BAR,ULK,,,40:00,00:00,"VOREADIS, Lazaros","VIATOR,EDDIE","SABETTA, ENRICO",PALAU BLAUGRANA,4302,80,15,16,3,4,26,44,59,82,13,36,52,67,,,,,,,,
E2007_022,ROA-PAR,2007-10-31,20:30:00,2,REGULAR SEASON,E2007,87,88,ROANNE,PARTIZAN IGOKEA,ROA,PAR,,,40:00,00:00,"FACCHINI, FABIO","ROCHA, FERNANDO","PATERNICO, CARMELO",Maison des Sports de Clermont-Fd,0,80,21,26,4,4,23,35,63,87,23,44,70,88,,,,,,,,
E2007_023,PAN-BAM,2007-10-31,19:45:00,2,REGULAR SEASON,E2007,66,61,PANATHINAIKOS,BROSE BASKETS,PAN,BAM,,,40:00,00:00,"ZACHARA, IVAN","ANKARALI, RECEP","HERCEG, SINISA",O.A.K.A.,7000,80,15,23,3,5,20,33,54,66,17,29,45,61,,,,,,,,
E2007_024,MAD-ROM,2007-11-01,20:00:00,2,REGULAR SEASON,E2007,89,83,REAL MADRID,LOTTOMATICA ROMA,MAD,ROM,,,40:00,00:00,"ZAVLANOS, NIKOLAOS","PILIPAUSKAS, KESTUTIS","JOVCIC, MILIJOVE",PALACIO VISTALEGRE,10800,80,18,27,2,4,29,45,66,89,17,42,64,83,,,,,,,,
E2007_025,OLY-VIR,2007-11-08,20:30:00,3,REGULAR SEASON,E2007,104,76,OLYMPIACOS PIRAEUS,VIRTUS VIDIVICI BOLOGNA,OLY,VIR,,,40:00,00:00,"ARTEAGA, JUAN CARLOS","JOVCIC, MILIJOVE","VIATOR, EDDIE",PEACE AND FRIENDSHIP STADIUM,0,80,17,21,0,0,22,46,78,104,11,36,62,76,,,,,,,,
E2007_026,SOP-BAS,2007-11-08,19:45:00,3,REGULAR SEASON,E2007,66,82,PROKOM TREFL SOPOT,TAU CERAMICA,SOP,BAS,,,40:00,00:00,"ZAVLANOS, NIKOLAOS","RYZHYK, BORYS","ROCHA, FERNANDO",OLIVIA SPORT HALL,0,80,17,22,4,2,19,36,42,66,21,44,69,82,,,,,,,,
E2007_027,SIE-ZAL,2007-11-07,20:30:00,3,REGULAR SEASON,E2007,89,64,MONTEPASCHI SIENA,ZALGIRIS,SIE,ZAL,,,40:00,00:00,"PITSILKAS, NIKOLAOS","PUKL,SASA","PEREZ PIZARRO, EMILIO",PALASPORTS MENS SANA,0,80,18,20,2,2,21,43,66,89,10,29,55,64,,,,,,,,
E2007_028,LJU-CSK,2007-11-07,20:45:00,3,REGULAR SEASON,E2007,74,72,UNION OLIMPIJA,CSKA MOSCOW,LJU,CSK,,,40:00,00:00,"BACHAR, SHMUEL","ANKARALI, RECEP","CEREBUCH, GUERRINO",TIVOLI  ARENA,5500,80,27,20,4,2,23,40,54,74,22,43,55,72,,,,,,,,
E2007_029,ARI-CIB,2007-11-07,20:45:00,3,REGULAR SEASON,E2007,77,73,ARIS TT BANK,CIBONA,ARI,CIB,,,40:00,00:00,"MARTIN, JOSE","PEREZ PEREZ, MIGUEL","MIKHAYLOV, SERGEY",PALAIS DES SPORTS,5000,80,18,26,4,5,21,33,54,77,21,40,61,73,,,,,,,,
E2007_030,MIL-MAL,2007-11-08,20:30:00,3,REGULAR SEASON,E2007,65,74,ARMANI JEANS MILANO,UNICAJA,MIL,MAL,,,40:00,00:00,"BRAZAUSKAS, ROMUALDAS","SUTULOVIC, ZORAN","CHAMBON, DAVID",FORUMNET,2550,80,24,22,4,1,23,39,50,65,20,37,51,74,,,,,,,,
E2007_031,TEL-IST,2007-11-08,20:45:00,3,REGULAR SEASON,E2007,73,67,MACCABI ELITE TEL AVIV,EFES PILSEN ISTANBUL,TEL,IST,,,40:00,00:00,"KOUKOULEKIDIS, STELIOS","BELOSEVIC, ILIJA","DOZAI, SRADAN",NOKIA ARENA,11000,80,19,20,4,3,18,36,50,73,18,35,55,67,,,,,,,,
E2007_032,LEM-LIE,2007-11-07,20:30:00,3,REGULAR SEASON,E2007,77,83,LE MANS SARTHE BASKET,LIETUVOS RYTAS,LEM,LIE,,,40:00,00:00,"FACCHINI, FABIO","GARCIA ORTIZ, JOSE RAMON","VYKLICKY, ROBERT",ANTARES,3800,80,18,21,2,2,16,39,60,77,23,39,58,83,,,,,,,,
E2007_033,ULK-ROM,2007-11-06,19:15:00,3,REGULAR SEASON,E2007,85,66,FENERBAHCE ULKER,LOTTOMATICA ROMA,ULK,ROM,,,40:00,00:00,"JUNGEBRAND, CARL","HIERREZUELO, DANI","GONTAS, SPIROS",ABDI IPEKÇI SPORTS HALL,1200,80,18,24,2,3,20,42,65,85,10,34,47,66,,,,,,,,
E2007_034,BAM-MAD,2007-11-07,20:45:00,3,REGULAR SEASON,E2007,49,59,BROSE BASKETS,REAL MADRID,BAM,MAD,,,40:00,00:00,"SUDEK, PETR","SAHIN, TOLGA","LEFWERTH, OSCAR",ARENA NÜRNBERGER VERSICHERUNGEN,8000,80,24,21,4,2,17,31,39,49,16,30,44,59,,,,,,,,
E2007_035,PAR-PAN,2007-11-07,20:45:00,3,REGULAR SEASON,E2007,90,94,PARTIZAN IGOKEA,PANATHINAIKOS,PAR,PAN,,,40:00,00:00,"MITJANA, JUAN CARLOS","ZIEMBLICKI, GRZEGORZ","TAURINO, PAOLO",PIONIR,6825,80,28,31,2,5,16,41,70,90,24,46,69,94,,,,,,,,
E2007_036,BAR-ROA,2007-11-08,20:45:00,3,REGULAR SEASON,E2007,82,76,AXA FC BARCELONA,CHORALE ROANNE,BAR,ROA,,,40:00,00:00,"ZACHARA, IVAN","CHRISTODOULOU, CHRISTOS","ZAMOJSKI, JAKUB",PALAU BLAUGRANA,2907,80,16,18,3,3,20,42,59,82,14,34,51,76,,,,,,,,
E2007_037,CSK-OLY,2007-11-14,18:15:00,4,REGULAR SEASON,E2007,88,79,CSKA MOSCOW,OLYMPIACOS PIRAEUS,CSK,OLY,,,40:00,00:00,"FACCHINI, FABIO","BELOSEVIC, ILIJA","PEREZ PIZARRO, EMILIO",UNIVERSAL SPORTS HALL CSKA,5000,80,18,22,3,4,22,45,61,88,23,40,62,79,,,,,,,,
E2007_038,ZAL-LJU,2007-11-15,19:15:00,4,REGULAR SEASON,E2007,91,72,ZALGIRIS,UNION OLIMPIJA,ZAL,LJU,,,40:00,00:00,"CICORIA, GIANPAOLO","CMIKIEWICZ, MAREK","SABETTA, ENRICO",S.DARIUS AND S.GIRENAS SPORT CENTER,4671,80,20,28,3,4,25,54,70,91,22,42,59,72,,,,,,,,
E2007_039,BAS-SIE,2007-11-15,20:30:00,4,REGULAR SEASON,E2007,76,61,TAU CERAMICA,MONTEPASCHI SIENA,BAS,SIE,,,40:00,00:00,"VOREADIS, LAZAROS","CASTANO, ANIBAL","VOJINOVIC, MILIJA",FERNANDO BUESA ARENA,0,80,17,21,3,3,21,38,53,76,13,30,46,61,,,,,,,,
E2007_040,VIR-SOP,2007-11-14,20:30:00,4,REGULAR SEASON,E2007,75,87,VIRTUS VIDIVICI BOLOGNA,PROKOM TREFL SOPOT,VIR,SOP,,,40:00,00:00,"REMS, IZTOK","MAESTRE, NICOLAS","GARCIA GONZALEZ, JUAN CARLOS",PALAMALAGUTI,0,80,22,19,4,2,10,31,47,75,17,44,63,87,,,,,,,,
E2007_041,LIE-ARI,2007-11-14,19:15:00,4,REGULAR SEASON,E2007,77,70,LIETUVOS RYTAS,ARIS TT BANK,LIE,ARI,,,40:00,00:00,"AMOROS, XAVIER","DRABIKOVSKY, VOLODYMR","LOTTERMOSER, ROBERT",SIEMENS ARENA,10350,80,19,20,5,5,25,42,61,77,15,31,47,70,,,,,,,,
E2007_042,IST-LEM,2007-11-15,19:15:00,4,REGULAR SEASON,E2007,66,63,EFES PILSEN ISTANBUL,LE MANS SARTHE BASKET,IST,LEM,,,40:00,00:00,"BRAZAUSKAS, ROMUALDAS","JERSAN, ANDREJ","PUKL,SASA",ABDI IPEKÇI SPORTS HALL,4300,80,15,19,4,5,13,33,40,66,25,36,51,63,,,,,,,,
E2007_043,MAL-TEL,2007-11-15,20:00:00,4,REGULAR SEASON,E2007,93,70,UNICAJA,MACCABI ELITE TEL AVIV,MAL,TEL,,,40:00,00:00,"PITSILKAS, NIKOLAOS","JOVCIC, MILIJOVE","PATERNICO, CARMELO",PALACIO DE LOS DEPORTES J.M. MARTIN CARPENA,9800,80,22,25,2,4,21,45,65,93,16,36,57,70,,,,,,,,
E2007_044,CIB-MIL,2007-11-14,18:15:00,4,REGULAR SEASON,E2007,100,91,CIBONA,ARMANI JEANS MILANO,CIB,MIL,,,40:00,00:00,"KOUKOULEKIDIS, STELIOS","HIERREZUELO, DANI","LOPES, LUIS",BASKETBALL CENTER  DRAZEN PETROVIC,3000,80,24,19,5,4,26,53,80,100,25,46,67,91,,,,,,,,
E2007_045,ROA-ULK,2007-11-14,20:30:00,4,REGULAR SEASON,E2007,90,97,CHORALE ROANNE,FENERBAHCE ULKER,ROA,ULK,,,40:00,00:00,"ZAVLANOS, NIKOLAOS","MUHVIC, DUBRAVKO","KRAUSE, OLIVER",MAISON DES SPORTS,2000,80,20,22,3,4,33,54,66,90,24,49,69,97,,,,,,,,
E2007_046,PAN-BAR,2007-11-15,20:35:00,4,REGULAR SEASON,E2007,76,66,PANATHINAIKOS,AXA FC BARCELONA,PAN,BAR,,,40:00,00:00,"LAMONICA, LUIGI","SUTULOVIC, ZORAN","RYZHYK, BORYS",O.A.K.A.,0,80,22,17,3,3,19,36,56,76,15,37,47,66,,,,,,,,
E2007_047,MAD-PAR,2007-11-14,20:45:00,4,REGULAR SEASON,E2007,75,64,REAL MADRID,PARTIZAN IGOKEA,MAD,PAR,,,40:00,00:00,"JUNGEBRAND, CARL","LOVSYN, ANDREJ","CHIARI, ROBERTO",PALACIO VISTALEGRE,7900,80,19,36,0,2,20,33,59,75,11,21,42,64,,,,,,,,
E2007_048,ROM-BAM,2007-11-15,20:30:00,4,REGULAR SEASON,E2007,81,57,LOTTOMATICA ROMA,BROSE BASKETS,ROM,BAM,,,40:00,00:00,"MARTIN, JOSE","KOLAR, ROMAN","BOLTAUZER, MATEJ",PALAZZO DELLO SPORT,2951,80,19,19,3,5,19,41,64,81,10,25,49,57,,,,,,,,
E2007_049,OLY-SOP,2007-11-21,19:45:00,5,REGULAR SEASON,E2007,109,65,OLYMPIACOS PIRAEUS,PROKOM TREFL SOPOT,OLY,SOP,,,40:00,00:00,"BRAZAUSKAS, ROMUALDAS","JERSAN, ANDREJ","CHAMBON, DAVID",PEACE AND FRIENDSHIP STADIUM,4500,80,16,16,0,0,31,52,86,109,14,30,44,65,,,,,,,,
E2007_050,SIE-VIR,2007-11-21,20:30:00,5,REGULAR SEASON,E2007,80,69,MONTEPASCHI SIENA,VIRTUS VIDIVICI BOLOGNA,SIE,VIR,,,40:00,00:00,"ANKARALI, RECEP","SUDEK, PETR","DOZAI, SRADAN",PALASPORTS MENS SANA,0,80,18,21,1,4,16,40,53,80,12,33,57,69,,,,,,,,
E2007_051,LJU-BAS,2007-11-21,20:45:00,5,REGULAR SEASON,E2007,78,92,UNION OLIMPIJA,TAU CERAMICA,LJU,BAS,,,40:00,00:00,"KOUKOULEKIDIS, STELIOS","ZIEMBLICKI, GRZEGORZ","PATERNICO, CARMELO",TIVOLI  ARENA,5500,80,25,25,5,3,16,31,53,78,30,51,70,92,,,,,,,,
E2007_052,CSK-ZAL,2007-11-21,18:15:00,5,REGULAR SEASON,E2007,78,70,CSKA MOSCOW,ZALGIRIS,CSK,ZAL,,,40:00,00:00,"VOREADIS, LAZAROS","ARTEAGA, JUAN CARLOS","CHIARI, ROBERTO",UNIVERSAL SPORTS HALL CSKA,5000,80,18,19,0,5,25,43,62,78,20,36,57,70,,,,,,,,
E2007_053,ARI-MIL,2007-11-22,21:30:00,5,REGULAR SEASON,E2007,70,77,ARIS TT BANK,ARMANI JEANS MILANO,ARI,MIL,,,40:00,00:00,"JUNGEBRAND, CARL","RYZHYK, BORYS","VOJINOVIC, MILIJA",PALAIS DES SPORTS,3500,80,15,18,5,4,11,35,54,70,26,41,62,77,,,,,,,,
E2007_054,TEL-CIB,2007-11-22,20:50:00,5,REGULAR SEASON,E2007,80,74,MACCABI ELITE TEL AVIV,CIBONA,TEL,CIB,,,40:00,00:00,"ZAVLANOS, NIKOLAOS","FACCHINI, FABIO","PEREZ PEREZ, MIGUEL",NOKIA ARENA,11000,80,23,19,1,3,21,38,68,80,22,29,51,74,,,,,,,,
E2007_055,LEM-MAL,2007-11-22,20:30:00,5,REGULAR SEASON,E2007,74,83,LE MANS SARTHE BASKET,UNICAJA,LEM,MAL,,,40:00,00:00,"ZACHARA, IVAN","LOPES, LUIS","SABETTA, ENRICO",ANTARES,3800,80,20,20,5,2,20,41,59,74,27,54,60,83,,,,,,,,
E2007_056,LIE-IST,2007-11-21,19:45:00,5,REGULAR SEASON,E2007,70,77,LIETUVOS RYTAS,EFES PILSEN ISTANBUL,LIE,IST,,,40:00,00:00,"LAMONICA, LUIGI","JOVCIC, MILIJOVE","HIERREZUELO, DANI",SIEMENS ARENA,10100,80,24,25,5,4,10,29,47,70,13,33,49,77,,,,,,,,
E2007_057,ULK-BAM,2007-11-22,19:15:00,5,REGULAR SEASON,E2007,79,77,FENERBAHCE ULKER,BROSE BASKETS,ULK,BAM,,,40:00,00:00,"MITJANA, JUAN CARLOS","PUKL,SASA","ANASTOPOULOS, PANAGIOTIS",ABDI IPEKÇI SPORTS HALL,3000,80,18,23,3,5,23,32,50,79,20,36,54,77,,,,,,,,
E2007_058,PAR-ROM,2007-11-21,19:00:00,5,REGULAR SEASON,E2007,91,86,PARTIZAN IGOKEA,LOTTOMATICA ROMA,PAR,ROM,,,40:00,00:00,"ORTIZ DE ZÁRATE, JOSÉ MANUEL","CHRISTODOULOU, CHRISTOS","VIATOR, EDDIE",PIONIR,5245,80,30,28,3,4,25,54,72,91,26,51,70,86,,,,,,,,
E2007_059,BAR-MAD,2007-11-22,20:45:00,5,REGULAR SEASON,E2007,73,62,AXA FC BARCELONA,REAL MADRID,BAR,MAD,,,40:00,00:00,"PITSILKAS, NIKOLAOS","BELOSEVIC, ILIJA","GONTAS, SPIROS",PALAU BLAUGRANA,7311,80,25,19,4,5,24,48,54,73,13,36,51,62,,,,,,,,
E2007_060,ROA-PAN,2007-11-21,20:30:00,5,REGULAR SEASON,E2007,83,123,CHORALE ROANNE,PANATHINAIKOS,ROA,PAN,,,40:00,00:00,"REMS, IZTOK","PEREZ PEREZ, MIGUEL","SAHIN, TOLGA",MAISON DES SPORTS,3000,80,20,18,2,1,22,39,61,83,29,64,94,123,,,,,,,,
E2007_061,OLY-ZAL,2007-11-29,19:45:00,6,REGULAR SEASON,E2007,90,74,OLYMPIACOS PIRAEUS,ZALGIRIS,OLY,ZAL,,,40:00,00:00,"SUDEK, PETR","ANKARALI, RECEP","VYKLICKY, ROBERT",PEACE AND FRIENDSHIP STADIUM,0,80,22,21,0,0,26,49,70,90,20,47,61,74,,,,,,,,
E2007_062,BAS-CSK,2007-11-29,20:00:00,6,REGULAR SEASON,E2007,76,85,TAU CERAMICA,CSKA MOSCOW,BAS,CSK,,,40:00,00:00,"JUNGEBRAND, CARL","SUTULOVIC, ZORAN","SAHIN, TOLGA",FERNANDO BUESA ARENA,9600,80,18,22,1,2,13,35,53,76,25,44,66,85,,,,,,,,
E2007_063,VIR-LJU,2007-11-29,20:30:00,6,REGULAR SEASON,E2007,101,91,VIRTUS VIDIVICI BOLOGNA,UNION OLIMPIJA,VIR,LJU,,,40:00,00:00,"ZAVLANOS, NIKOLAOS","PILOIDIS, ANASTASIOS","LEFWERTH, OSCAR",PALAMALAGUTI,4110,80,13,31,3,5,21,41,72,101,20,43,53,91,,,,,,,,
E2007_064,SOP-SIE,2007-11-28,19:45:00,6,REGULAR SEASON,E2007,59,84,PROKOM TREFL SOPOT,MONTEPASCHI SIENA,SOP,SIE,,,40:00,00:00,"MARTIN, JOSE","MUHVIC, DUBRAVKO","HERCEG, SINISA",OLIVIA SPORT HALL,3000,80,22,23,2,1,12,21,41,59,22,43,66,84,,,,,,,,
E2007_065,ARI-IST,2007-11-28,20:45:00,6,REGULAR SEASON,E2007,67,64,ARIS TT BANK,EFES PILSEN ISTANBUL,ARI,IST,,,40:00,04:00,"MITJANA, JUAN CARLOS","CICORIA, GIANPAOLO","ZAMOJSKI, JAKUB",PALAIS DES SPORTS,4000,80,23,22,5,5,14,32,45,67,17,25,39,64,67,,,,64,,,
E2007_066,MAL-LIE,2007-11-28,20:45:00,6,REGULAR SEASON,E2007,71,69,UNICAJA,LIETUVOS RYTAS,MAL,LIE,,,40:00,00:00,"KOUKOULEKIDIS, STELIOS","ZIEMBLICKI, GRZEGORZ","ROCHA, FERNANDO",PALACIO DE LOS DEPORTES J.M. MARTIN CARPENA,9150,80,20,24,3,5,19,40,55,71,18,37,51,69,,,,,,,,
E2007_067,CIB-LEM,2007-11-28,18:15:00,6,REGULAR SEASON,E2007,91,71,CIBONA,LE MANS SARTHE BASKET,CIB,LEM,,,40:00,00:00,"PITSILKAS, NIKOLAOS","SPIRIDONOS, LEONIDAS","GARCIA GONZALEZ, JUAN CARLOS",BASKETBALL CENTER  DRAZEN PETROVIC,4000,80,13,16,3,4,21,41,67,91,22,40,58,71,,,,,,,,
E2007_068,MIL-TEL,2007-11-29,20:30:00,6,REGULAR SEASON,E2007,81,82,ARMANI JEANS MILANO,MACCABI ELITE TEL AVIV,MIL,TEL,,,40:00,00:00,"DRABIKOVSKY, VOLODYMR","MOUZAKIS, COSTAS","BULTO, VICENTE",FORUMNET,0,80,20,23,5,5,25,45,64,81,23,47,61,82,,,,,,,,
E2007_069,ULK-PAN,2007-11-29,20:15:00,6,REGULAR SEASON,E2007,64,83,FENERBAHCE ULKER,PANATHINAIKOS,ULK,PAN,,,40:00,00:00,"ARTEAGA, JUAN CARLOS","BITTON, MOSHE","DOZAI, SRADAN",ABDI IPEKÇI SPORTS HALL,4500,80,25,17,3,2,20,39,44,64,19,43,65,83,,,,,,,,
E2007_070,MAD-ROA,2007-11-29,20:45:00,6,REGULAR SEASON,E2007,104,73,REAL MADRID,CHORALE ROANNE,MAD,ROA,,,40:00,00:00,"PILIPAUSKAS, KESTUTIS","KLAAR, LARS","BOLTAUZER, MATEJ",PALACIO VISTALEGRE,0,80,17,19,1,1,24,50,74,104,15,40,56,73,,,,,,,,
E2007_071,ROM-BAR,2007-11-28,20:30:00,6,REGULAR SEASON,E2007,65,74,LOTTOMATICA ROMA,AXA FC BARCELONA,ROM,BAR,,,40:00,00:00,"BRAZAUSKAS, ROMUALDAS","CASTANO, ANIBAL","LOVSYN, ANDREJ",PALALOTTOMATICA,4803,80,19,19,5,2,9,31,50,65,22,37,60,74,,,,,,,,
E2007_072,BAM-PAR,2007-11-28,20:45:00,6,REGULAR SEASON,E2007,78,62,BROSE BASKETS,PARTIZAN IGOKEA,BAM,PAR,,,40:00,00:00,"AMOROS, XAVIER","CEREBUCH, GUERRINO","OZOLS, ARNIS",JAKO ARENA BAMBERG,0,80,19,28,3,4,22,41,57,78,12,27,48,62,,,,,,,,
E2007_073,SIE-OLY,2007-12-05,20:30:00,7,REGULAR SEASON,E2007,86,84,MONTEPASCHI SIENA,OLYMPIACOS PIRAEUS,SIE,OLY,,,40:00,00:00,"ARTEAGA, JUAN CARLOS","PUKL,SASA","JOVCIC, MILIJOVE",PALASPORTS MENS SANA,0,80,18,16,0,0,20,41,60,86,19,39,63,84,,,,,,,,
