,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,dist,g/sh,g/sot,gls,pk,pkatt,sh,sot,sot%,year,team
0,2023-04-05,18:15,Veikkausliiga,Matchweek 1,Wed,Home,W,2.0,0.0,FC Honka,,6125.0,,,Mohammad Al Emara,Match Report,,,,,2.0,0.0,0.0,,,,2023,HJK Helsinki
1,2023-04-15,18:30,Veikkausliiga,Matchweek 2,Sat,Away,W,1.0,0.0,VPS,,2612.0,,,Ville Nevalainen,Match Report,,,,,0.0,0.0,1.0,,,,2023,HJK Helsinki
2,2023-04-19,18:00,Veikkausliiga,Matchweek 3,Wed,Home,W,4.0,0.0,VPS,,3111.0,,,Oskari Hämäläinen,Match Report,,,,,4.0,0.0,0.0,,,,2023,HJK Helsinki
3,2023-04-23,18:30,Veikkausliiga,Matchweek 3,Sun,Home,D,1.0,1.0,AC Oulu,,3521.0,,,Petri Viljanen,Match Report,,,,,1.0,1.0,1.0,,,,2023,HJK Helsinki
4,2023-04-29,15:00,Veikkausliiga,Matchweek 4,Sat,Home,W,2.0,0.0,Haka,,4306.0,,,Joni Hyytiä,Match Report,,,,,2.0,0.0,0.0,,,,2023,HJK Helsinki
5,2023-05-05,18:15,Veikkausliiga,Matchweek 5,Fri,Away,L,1.0,2.0,KuPS,,5423.0,,,Peiman Simani,Match Report,,,,,1.0,0.0,0.0,,,,2023,HJK Helsinki
6,2023-05-09,18:00,Veikkausliiga,Matchweek 6,Tue,Away,D,3.0,3.0,KTP,,3065.0,,,Joni Hyytiä,Match Report,,,,,3.0,0.0,0.0,,,,2023,HJK Helsinki
7,2023-05-13,17:00,Veikkausliiga,Matchweek 7,Sat,Home,W,4.0,1.0,Inter Turku,,4723.0,,,Antti Munukka,Match Report,,,,,4.0,0.0,0.0,,,,2023,HJK Helsinki
8,2023-05-21,16:00,Veikkausliiga,Matchweek 7,Sun,Away,D,1.0,1.0,Ilves,,6588.0,,,Petri Viljanen,Match Report,,,,,1.0,0.0,0.0,,,,2023,HJK Helsinki
9,2023-05-27,18:30,Veikkausliiga,Matchweek 9,Sat,Away,D,0.0,0.0,IFK Mariehamn,,1208.0,,,Joni Hyytiä,Match Report,,,,,0.0,0.0,0.0,,,,2023,HJK Helsinki
10,2023-06-03,17:00,Veikkausliiga,Matchweek 10,Sat,Home,D,0.0,0.0,SJK,,5639.0,,,Oliver Reitala,Match Report,,,,,0.0,0.0,0.0,,,,2023,HJK Helsinki
11,2023-06-07,18:00,Veikkausliiga,Matchweek 11,Wed,Away,W,2.0,1.0,Lahti,,2890.0,,,Mohammad Al Emara,Match Report,,,,,2.0,1.0,1.0,,,,2023,HJK Helsinki
12,2023-06-11,18:30,Veikkausliiga,Matchweek 12,Sun,Home,W,1.0,0.0,KTP,,5012.0,,,Peiman Simani,Match Report,,,,,1.0,1.0,1.0,,,,2023,HJK Helsinki
13,2023-06-27,18:00,Veikkausliiga,Matchweek 13,Tue,Away,D,1.0,1.0,Haka,,2905.0,,,Peiman Simani,Match Report,,,,,1.0,0.0,0.0,,,,2023,HJK Helsinki
14,2023-07-01,14:00,Veikkausliiga,Matchweek 13,Sat,Away,D,1.0,1.0,FC Honka,,3443.0,,,Peiman Simani,Match Report,,,,,1.0,1.0,1.0,,,,2023,HJK Helsinki
15,2023-07-08,14:00,Veikkausliiga,Matchweek 14,Sat,Home,L,0.0,1.0,Lahti,,4056.0,,,Oliver Reitala,Match Report,,,,,0.0,0.0,0.0,,,,2023,HJK Helsinki
16,2023-07-22,17:00,Veikkausliiga,Matchweek 16,Sat,Home,W,1.0,0.0,Ilves,,5059.0,Miro Tenho,3-4-3,Joona Manninen,Match Report,,,,,,,,,,,2023,HJK Helsinki
17,2023-07-29,17:00,Veikkausliiga,Matchweek 17,Sat,Away,W,2.0,1.0,SJK,,5016.0,Miro Tenho,3-4-3,Peiman Simani,Match Report,,,,,,,,,,,2023,HJK Helsinki
18,2023-08-05,15:00,Veikkausliiga,Matchweek 18,Sat,Home,W,4.0,2.0,IFK Mariehamn,,8005.0,Roope Riski,3-4-3,Oskari Hämäläinen,Match Report,,,,,,,,,,,2023,HJK Helsinki
19,2023-08-20,14:00,Veikkausliiga,Matchweek 20,Sun,Away,W,3.0,1.0,Inter Turku,,5021.0,Lucas Lingman,3-4-3,Peiman Simani,Match Report,,,,,,,,,,,2023,HJK Helsinki
20,2023-08-27,18:00,Veikkausliiga,Matchweek 21,Sun,Away,W,3.0,1.0,AC Oulu,,3203.0,Miro Tenho,3-5-2,Joni Hyytiä,Match Report,,,,,,,,,,,2023,HJK Helsinki
21,2023-09-03,16:00,Veikkausliiga,Matchweek 22,Sun,Home,,,,KuPS,,,,,,Head-to-Head,,,1.0,1.0,29.0,5.0,6.0,2.0,2.0,100.0,2023,HJK Helsinki
0,2023-04-05,18:00,Veikkausliiga,Matchweek 1,Wed,Home,L,1.0,2.0,Inter Turku,,1638.0,,,Peiman Simani,Match Report,,,,,1.0,0.0,0.0,,,,2023,KuPS
1,2023-04-14,18:00,Veikkausliiga,Matchweek 2,Fri,Away,D,0.0,0.0,KTP,,2118.0,,,Dennis Antamo,Match Report,,,,,0.0,0.0,0.0,,,,2023,KuPS
2,2023-04-19,18:00,Veikkausliiga,Matchweek 3,Wed,Home,L,0.0,1.0,FC Honka,,2016.0,,,Antti Munukka,Match Report,,,,,0.0,0.0,0.0,,,,2023,KuPS
3,2023-04-23,16:00,Veikkausliiga,Matchweek 3,Sun,Home,W,1.0,0.0,Ilves,,2072.0,,,Ville Nevalainen,Match Report,,,,,1.0,0.0,0.0,,,,2023,KuPS
4,2023-04-30,16:00,Veikkausliiga,Matchweek 5,Sun,Away,W,2.0,0.0,IFK Mariehamn,,894.0,,,Oskari Hämäläinen,Match Report,,,,,2.0,0.0,0.0,,,,2023,KuPS
5,2023-05-05,18:15,Veikkausliiga,Matchweek 5,Fri,Home,W,2.0,1.0,HJK,,5423.0,,,Peiman Simani,Match Report,,,,,2.0,0.0,0.0,,,,2023,KuPS
6,2023-05-09,18:00,Veikkausliiga,Matchweek 6,Tue,Away,W,2.0,0.0,AC Oulu,,1705.0,,,Mohammad Al Emara,Match Report,,,,,2.0,0.0,0.0,,,,2023,KuPS
7,2023-05-13,15:00,Veikkausliiga,Matchweek 6,Sat,Away,W,1.0,0.0,FC Honka,,2458.0,,,Oliver Reitala,Match Report,,,,,1.0,0.0,0.0,,,,2023,KuPS
8,2023-05-20,14:00,Veikkausliiga,Matchweek 7,Sat,Home,W,2.0,0.0,Lahti,,2809.0,,,Dennis Antamo,Match Report,,,,,2.0,0.0,0.0,,,,2023,KuPS
9,2023-05-26,18:00,Veikkausliiga,Matchweek 9,Fri,Away,L,0.0,1.0,SJK,,2685.0,,,Peiman Simani,Match Report,,,,,0.0,0.0,1.0,,,,2023,KuPS
10,2023-06-03,17:00,Veikkausliiga,Matchweek 9,Sat,Home,W,3.0,0.0,Haka,,2140.0,,,Petri Viljanen,Match Report,,,,,3.0,0.0,0.0,,,,2023,KuPS
11,2023-06-07,18:00,Veikkausliiga,Matchweek 10,Wed,Home,W,1.0,0.0,AC Oulu,,3145.0,,,Dennis Antamo,Match Report,,,,,1.0,0.0,0.0,,,,2023,KuPS
12,2023-06-11,18:30,Veikkausliiga,Matchweek 12,Sun,Away,W,2.0,0.0,VPS,,1650.0,,,Joni Hyytiä,Match Report,,,,,2.0,0.0,0.0,,,,2023,KuPS
13,2023-06-27,18:00,Veikkausliiga,Matchweek 12,Tue,Home,L,0.0,1.0,IFK Mariehamn,,3714.0,,,Oskari Hämäläinen,Match Report,,,,,0.0,0.0,0.0,,,,2023,KuPS
14,2023-07-01,19:00,Veikkausliiga,Matchweek 14,Sat,Away,W,4.0,3.0,Lahti,,1742.0,,,Joni Hyytiä,Match Report,,,,,4.0,0.0,0.0,,,,2023,KuPS
15,2023-07-08,17:00,Veikkausliiga,Matchweek 14,Sat,Home,L,0.0,1.0,VPS,,2782.0,,,Joni Hyytiä,Match Report,,,,,0.0,0.0,0.0,,,,2023,KuPS
16,2023-07-17,18:00,Veikkausliiga,Matchweek 16,Mon,Away,D,1.0,1.0,Inter Turku,,2850.0,,,Mohammad Al Emara,Match Report,,,,,1.0,0.0,0.0,,,,2023,KuPS
17,2023-07-30,16:00,Veikkausliiga,Matchweek 18,Sun,Home,W,2.0,0.0,KTP,,2880.0,Johannes Kreidl,4-3-3,Dennis Antamo,Match Report,,,,,,,,,,,2023,KuPS
18,2023-08-13,16:00,Veikkausliiga,Matchweek 19,Sun,Away,W,3.0,0.0,Ilves,,2509.0,Anton Popovitch,4-3-3,Joni Hyytiä,Match Report,,,,,,,,,,,2023,KuPS
19,2023-08-20,16:00,Veikkausliiga,Matchweek 20,Sun,Home,W,3.0,0.0,SJK,,4374.0,Anton Popovitch,4-3-3,Mohammad Al Emara,Match Report,,,,,,,,,,,2023,KuPS
20,2023-08-27,16:00,Veikkausliiga,Matchweek 21,Sun,Away,D,2.0,2.0,Haka,,2175.0,Anton Popovitch,4-3-3,Oskari Hämäläinen,Match Report,,,,,,,,,,,2023,KuPS
21,2023-09-03,16:00,Veikkausliiga,Matchweek 22,Sun,Away,,,,HJK,,,,,,Head-to-Head,,,,,26.0,1.0,2.0,,,,2023,KuPS
0,2023-04-05,18:00,Veikkausliiga,Matchweek 1,Wed,Home,W,2.0,1.0,Haka,,1932.0,,,Ville Nevalainen,Match Report,,,,,2.0,0.0,0.0,,,,2023,SJK
1,2023-04-15,17:00,Veikkausliiga,Matchweek 2,Sat,Away,D,0.0,0.0,FC Honka,,2276.0,,,Joni Hyytiä,Match Report,,,,,0.0,0.0,0.0,,,,2023,SJK
2,2023-04-22,17:00,Veikkausliiga,Matchweek 3,Sat,Home,D,0.0,0.0,Lahti,,2598.0,,,Oliver Reitala,Match Report,,,,,0.0,0.0,0.0,,,,2023,SJK
3,2023-04-29,17:00,Veikkausliiga,Matchweek 4,Sat,Away,W,3.0,0.0,AC Oulu,,2379.0,,,Antti Munukka,Match Report,,,,,3.0,0.0,0.0,,,,2023,SJK
4,2023-05-05,18:00,Veikkausliiga,Matchweek 5,Fri,Home,W,2.0,1.0,Inter Turku,,2042.0,,,Ville Nevalainen,Match Report,,,,,2.0,0.0,0.0,,,,2023,SJK
5,2023-05-13,17:00,Veikkausliiga,Matchweek 7,Sat,Home,W,1.0,0.0,Ilves,,2104.0,,,Joni Hyytiä,Match Report,,,,,1.0,0.0,0.0,,,,2023,SJK
6,2023-05-22,18:00,Veikkausliiga,Matchweek 8,Mon,Away,W,2.0,0.0,KTP,,2815.0,,,Mohammad Al Emara,Match Report,,,,,2.0,0.0,0.0,,,,2023,SJK
7,2023-05-26,18:00,Veikkausliiga,Matchweek 9,Fri,Home,W,1.0,0.0,KuPS,,2685.0,,,Peiman Simani,Match Report,,,,,1.0,0.0,0.0,,,,2023,SJK
8,2023-06-03,17:00,Veikkausliiga,Matchweek 10,Sat,Away,D,0.0,0.0,HJK,,5639.0,,,Oliver Reitala,Match Report,,,,,0.0,0.0,0.0,,,,2023,SJK
9,2023-06-08,18:15,Veikkausliiga,Matchweek 11,Thu,Home,W,2.0,1.0,VPS,,4131.0,,,Petri Viljanen,Match Report,,,,,1.0,0.0,0.0,,,,2023,SJK
10,2023-06-11,18:30,Veikkausliiga,Matchweek 12,Sun,Away,W,2.0,0.0,IFK Mariehamn,,1571.0,,,Mohammad Al Emara,Match Report,,,,,2.0,0.0,0.0,,,,2023,SJK
11,2023-06-27,18:00,Veikkausliiga,Matchweek 13,Tue,Home,L,1.0,4.0,AC Oulu,,3007.0,,,Dennis Antamo,Match Report,,,,,1.0,0.0,0.0,,,,2023,SJK
12,2023-07-01,17:00,Veikkausliiga,Matchweek 13,Sat,Away,D,1.0,1.0,Ilves,,3311.0,,,Mohammad Al Emara,Match Report,,,,,1.0,1.0,1.0,,,,2023,SJK
13,2023-07-08,17:00,Veikkausliiga,Matchweek 15,Sat,Home,W,1.0,0.0,FC Honka,,2712.0,,,Dennis Antamo,Match Report,,,,,1.0,0.0,0.0,,,,2023,SJK
14,2023-07-16,18:30,Veikkausliiga,Matchweek 16,Sun,Away,D,1.0,1.0,Lahti,,2682.0,,,Peiman Simani,Match Report,,,,,1.0,0.0,0.0,,,,2023,SJK
15,2023-07-22,17:00,Veikkausliiga,Matchweek 16,Sat,Away,W,2.0,1.0,Inter Turku,,2386.0,Matej Hradecký,3-5-2,Joni Hyytiä,Match Report,,,,,,,,,,,2023,SJK
16,2023-07-29,17:00,Veikkausliiga,Matchweek 17,Sat,Home,L,1.0,2.0,HJK,,5016.0,Matej Hradecký,3-5-2,Peiman Simani,Match Report,,,,,,,,,,,2023,SJK
17,2023-08-09,19:00,Veikkausliiga,Matchweek 19,Wed,Away,L,2.0,3.0,VPS,,4626.0,Matej Hradecký,3-5-1-1,Ville Nevalainen,Match Report,,,,,,,,,,,2023,SJK
18,2023-08-15,18:00,Veikkausliiga,Matchweek 19,Tue,Home,L,2.0,3.0,KTP,,3513.0,Matej Hradecký,3-4-3,Ville Nevalainen,Match Report,,,,,,,,,,,2023,SJK
19,2023-08-20,16:00,Veikkausliiga,Matchweek 20,Sun,Away,L,0.0,3.0,KuPS,,4374.0,Matej Hradecký,3-5-2,Mohammad Al Emara,Match Report,,,,,,,,,,,2023,SJK
20,2023-08-26,17:00,Veikkausliiga,Matchweek 21,Sat,Home,W,3.0,2.0,IFK Mariehamn,,3402.0,Matej Hradecký,3-5-2,Joona Manninen,Match Report,,,,,,,,,,,2023,SJK
21,2023-09-03,16:00,Veikkausliiga,Matchweek 22,Sun,Away,,,,Haka,,,,,,Head-to-Head,,,,,18.0,1.0,1.0,,,,2023,SJK
0,2023-04-05,18:00,Veikkausliiga,Matchweek 1,Wed,Home,D,0.0,0.0,Lahti,,1432.0,,,Petri Viljanen,Match Report,,,,,0.0,0.0,0.0,,,,2023,VPS
1,2023-04-15,18:30,Veikkausliiga,Matchweek 2,Sat,Home,L,0.0,1.0,HJK,,2612.0,,,Ville Nevalainen,Match Report,,,,,0.0,0.0,0.0,,,,2023,VPS
2,2023-04-19,18:00,Veikkausliiga,Matchweek 3,Wed,Away,L,0.0,4.0,HJK,,3111.0,,,Oskari Hämäläinen,Match Report,,,,,0.0,0.0,0.0,,,,2023,VPS
3,2023-04-29,17:00,Veikkausliiga,Matchweek 4,Sat,Home,D,0.0,0.0,FC Honka,,2786.0,,,Peiman Simani,Match Report,,,,,0.0,0.0,0.0,,,,2023,VPS
4,2023-05-05,18:00,Veikkausliiga,Matchweek 6,Fri,Home,W,2.0,1.0,IFK Mariehamn,,1467.0,,,Oliver Reitala,Match Report,,,,,2.0,0.0,0.0,,,,2023,VPS
5,2023-05-13,17:00,Veikkausliiga,Matchweek 7,Sat,Away,L,1.0,2.0,AC Oulu,,1406.0,,,Ville Nevalainen,Match Report,,,,,1.0,0.0,0.0,,,,2023,VPS
6,2023-05-22,18:00,Veikkausliiga,Matchweek 8,Mon,Away,D,2.0,2.0,Haka,,2324.0,,,Antti Munukka,Match Report,,,,,2.0,0.0,0.0,,,,2023,VPS
7,2023-05-26,18:00,Veikkausliiga,Matchweek 9,Fri,Home,L,0.0,2.0,Ilves,,2098.0,,,Dennis Antamo,Match Report,,,,,0.0,0.0,0.0,,,,2023,VPS
8,2023-06-03,17:00,Veikkausliiga,Matchweek 10,Sat,Away,L,0.0,1.0,KTP,,1949.0,,,Oskari Hämäläinen,Match Report,,,,,0.0,0.0,0.0,,,,2023,VPS
9,2023-06-08,18:15,Veikkausliiga,Matchweek 11,Thu,Away,L,1.0,2.0,SJK,,4131.0,,,Petri Viljanen,Match Report,,,,,1.0,0.0,0.0,,,,2023,VPS
10,2023-06-11,18:30,Veikkausliiga,Matchweek 12,Sun,Home,L,0.0,2.0,KuPS,,1650.0,,,Joni Hyytiä,Match Report,,,,,0.0,0.0,0.0,,,,2023,VPS
11,2023-06-27,18:00,Veikkausliiga,Matchweek 13,Tue,Away,L,0.0,1.0,FC Honka,,2052.0,,,Mohammad Al Emara,Match Report,,,,,0.0,0.0,0.0,,,,2023,VPS
12,2023-07-01,17:00,Veikkausliiga,Matchweek 14,Sat,Home,W,3.0,0.0,Inter Turku,,1811.0,,,Oliver Reitala,Match Report,,,,,3.0,0.0,0.0,,,,2023,VPS
13,2023-07-08,17:00,Veikkausliiga,Matchweek 14,Sat,Away,W,1.0,0.0,KuPS,,2782.0,,,Joni Hyytiä,Match Report,,,,,1.0,0.0,0.0,,,,2023,VPS
14,2023-07-12,18:00,Veikkausliiga,Matchweek 15,Wed,Away,W,2.0,0.0,Inter Turku,,2564.0,,,Oskari Hämäläinen,Match Report,,,,,2.0,0.0,0.0,,,,2023,VPS
15,2023-07-15,17:00,Veikkausliiga,Matchweek 16,Sat,Home,W,3.0,0.0,AC Oulu,,2413.0,,,Petri Viljanen,Match Report,,,,,2.0,0.0,0.0,,,,2023,VPS
16,2023-07-23,18:30,Veikkausliiga,Matchweek 17,Sun,Home,W,4.0,1.0,Haka,,2823.0,Jesper Engström,3-5-2,Peiman Simani,Match Report,,,,,,,,,,,2023,VPS
17,2023-07-28,18:00,Veikkausliiga,Matchweek 17,Fri,Away,W,2.0,0.0,Ilves,,2351.0,Jesper Engström,3-5-2,Mohammad Al Emara,Match Report,,,,,,,,,,,2023,VPS
18,2023-08-09,19:00,Veikkausliiga,Matchweek 19,Wed,Home,W,3.0,2.0,SJK,,4626.0,Jesper Engström,3-5-2,Ville Nevalainen,Match Report,,,,,,,,,,,2023,VPS
19,2023-08-18,18:00,Veikkausliiga,Matchweek 20,Fri,Away,W,2.0,0.0,Lahti,,2363.0,Jesper Engström,3-5-2,Oskari Hämäläinen,Match Report,,,,,,,,,,,2023,VPS
20,2023-08-25,18:00,Veikkausliiga,Matchweek 21,Fri,Home,W,2.0,1.0,KTP,,2987.0,Jesper Engström,3-5-2,Antti Munukka,Match Report,,,,,,,,,,,2023,VPS
21,2023-09-03,16:00,Veikkausliiga,Matchweek 22,Sun,Away,,,,IFK Mariehamn,,,,,,Head-to-Head,,,,,14.0,0.0,0.0,,,,2023,VPS
0,2023-04-05,18:15,Veikkausliiga,Matchweek 1,Wed,Away,L,0.0,2.0,HJK,,6125.0,,,Mohammad Al Emara,Match Report,,,,,0.0,0.0,0.0,,,,2023,FC Honka
1,2023-04-15,17:00,Veikkausliiga,Matchweek 2,Sat,Home,D,0.0,0.0,SJK,,2276.0,,,Joni Hyytiä,Match Report,,,,,0.0,0.0,0.0,,,,2023,FC Honka
2,2023-04-19,18:00,Veikkausliiga,Matchweek 3,Wed,Away,W,1.0,0.0,KuPS,,2016.0,,,Antti Munukka,Match Report,,,,,1.0,0.0,0.0,,,,2023,FC Honka
3,2023-04-24,18:00,Veikkausliiga,Matchweek 4,Mon,Away,D,1.0,1.0,Haka,,2270.0,,,Dennis Antamo,Match Report,,,,,1.0,1.0,1.0,,,,2023,FC Honka
4,2023-04-29,17:00,Veikkausliiga,Matchweek 4,Sat,Away,D,0.0,0.0,VPS,,2786.0,,,Peiman Simani,Match Report,,,,,0.0,0.0,0.0,,,,2023,FC Honka
5,2023-05-05,18:00,Veikkausliiga,Matchweek 5,Fri,Home,W,3.0,0.0,Lahti,,2154.0,,,Antti Munukka,Match Report,,,,,3.0,0.0,1.0,,,,2023,FC Honka
6,2023-05-09,18:00,Veikkausliiga,Matchweek 6,Tue,Home,L,0.0,2.0,Haka,,1868.0,,,Petri Viljanen,Match Report,,,,,0.0,0.0,0.0,,,,2023,FC Honka
7,2023-05-13,15:00,Veikkausliiga,Matchweek 6,Sat,Home,L,0.0,1.0,KuPS,,2458.0,,,Oliver Reitala,Match Report,,,,,0.0,0.0,1.0,,,,2023,FC Honka
8,2023-05-22,18:00,Veikkausliiga,Matchweek 8,Mon,Away,W,3.0,1.0,AC Oulu,,1647.0,,,Peiman Simani,Match Report,,,,,3.0,0.0,0.0,,,,2023,FC Honka
9,2023-05-26,18:00,Veikkausliiga,Matchweek 8,Fri,Home,L,0.0,1.0,KTP,,1582.0,,,Ville Nevalainen,Match Report,,,,,0.0,0.0,0.0,,,,2023,FC Honka
10,2023-06-03,15:00,Veikkausliiga,Matchweek 9,Sat,Away,L,0.0,2.0,Inter Turku,,2572.0,,,Dennis Antamo,Match Report,,,,,0.0,0.0,0.0,,,,2023,FC Honka
11,2023-06-07,18:00,Veikkausliiga,Matchweek 11,Wed,Home,W,2.0,1.0,IFK Mariehamn,,1804.0,,,Peiman Simani,Match Report,,,,,2.0,0.0,1.0,,,,2023,FC Honka
12,2023-06-11,16:00,Veikkausliiga,Matchweek 11,Sun,Away,D,1.0,1.0,Ilves,,2375.0,,,Ville Nevalainen,Match Report,,,,,1.0,1.0,1.0,,,,2023,FC Honka
13,2023-06-27,18:00,Veikkausliiga,Matchweek 13,Tue,Home,W,1.0,0.0,VPS,,2052.0,,,Mohammad Al Emara,Match Report,,,,,1.0,0.0,0.0,,,,2023,FC Honka
14,2023-07-01,14:00,Veikkausliiga,Matchweek 13,Sat,Home,D,1.0,1.0,HJK,,3443.0,,,Peiman Simani,Match Report,,,,,1.0,0.0,0.0,,,,2023,FC Honka
15,2023-07-08,17:00,Veikkausliiga,Matchweek 15,Sat,Away,L,0.0,1.0,SJK,,2712.0,,,Dennis Antamo,Match Report,,,,,0.0,0.0,0.0,,,,2023,FC Honka
16,2023-07-30,16:00,Veikkausliiga,Matchweek 17,Sun,Home,W,4.0,1.0,AC Oulu,,2231.0,Maksim Rudakov,4-3-3,Oskari Hämäläinen,Match Report,,,,,,,,,,,2023,FC Honka
17,2023-08-07,18:00,Veikkausliiga,Matchweek 18,Mon,Away,L,0.0,1.0,Lahti,,2282.0,Maksim Rudakov,4-2-3-1,Peiman Simani,Match Report,,,,,,,,,,,2023,FC Honka
18,2023-08-13,16:00,Veikkausliiga,Matchweek 19,Sun,Home,W,1.0,0.0,Inter Turku,,2445.0,Maksim Rudakov,4-2-3-1,Petri Viljanen,Match Report,,,,,,,,,,,2023,FC Honka
19,2023-08-18,18:30,Veikkausliiga,Matchweek 20,Fri,Away,W,1.0,0.0,IFK Mariehamn,,1259.0,Maksim Rudakov,4-2-3-1,Oliver Reitala,Match Report,,,,,,,,,,,2023,FC Honka
20,2023-08-27,16:00,Veikkausliiga,Matchweek 21,Sun,Home,W,2.0,0.0,Ilves,,1874.0,Maksim Rudakov,4-2-3-1,Ville Nevalainen,Match Report,,,,,,,,,,,2023,FC Honka
21,2023-09-03,16:00,Veikkausliiga,Matchweek 22,Sun,Away,,,,KTP,,,,,,Head-to-Head,,,,,14.0,2.0,5.0,,,,2023,FC Honka
0,2023-04-05,18:00,Veikkausliiga,Matchweek 1,Wed,Away,W,2.0,1.0,KuPS,,1638.0,,,Peiman Simani,Match Report,,,,,2.0,0.0,0.0,,,,2023,Inter Turku
1,2023-04-15,13:00,Veikkausliiga,Matchweek 2,Sat,Away,L,1.0,2.0,Ilves,,1221.0,,,Oliver Reitala,Match Report,,,,,1.0,0.0,0.0,,,,2023,Inter Turku
2,2023-05-05,18:00,Veikkausliiga,Matchweek 5,Fri,Away,L,1.0,2.0,SJK,,2042.0,,,Ville Nevalainen,Match Report,,,,,1.0,0.0,0.0,,,,2023,Inter Turku
3,2023-05-13,17:00,Veikkausliiga,Matchweek 7,Sat,Away,L,1.0,4.0,HJK,,4723.0,,,Antti Munukka,Match Report,,,,,1.0,0.0,0.0,,,,2023,Inter Turku
4,2023-05-22,18:00,Veikkausliiga,Matchweek 8,Mon,Home,D,1.0,1.0,IFK Mariehamn,,4091.0,,,Oskari Hämäläinen,Match Report,,,,,1.0,0.0,1.0,,,,2023,Inter Turku
5,2023-05-26,18:00,Veikkausliiga,Matchweek 9,Fri,Home,W,3.0,0.0,Haka,,4490.0,,,Mohammad Al Emara,Match Report,,,,,3.0,0.0,0.0,,,,2023,Inter Turku
6,2023-06-03,15:00,Veikkausliiga,Matchweek 9,Sat,Home,W,2.0,0.0,FC Honka,,2572.0,,,Dennis Antamo,Match Report,,,,,2.0,0.0,0.0,,,,2023,Inter Turku
7,2023-06-07,18:00,Veikkausliiga,Matchweek 10,Wed,Home,W,2.0,1.0,KTP,,2468.0,,,Joni Hyytiä,Match Report,,,,,2.0,0.0,0.0,,,,2023,Inter Turku
8,2023-06-11,16:00,Veikkausliiga,Matchweek 11,Sun,Away,D,1.0,1.0,AC Oulu,,2048.0,,,Oliver Reitala,Match Report,,,,,1.0,0.0,0.0,,,,2023,Inter Turku
9,2023-06-27,18:00,Veikkausliiga,Matchweek 12,Tue,Home,W,2.0,1.0,Ilves,,3012.0,,,Petri Viljanen,Match Report,,,,,2.0,0.0,0.0,,,,2023,Inter Turku
10,2023-07-01,17:00,Veikkausliiga,Matchweek 14,Sat,Away,L,0.0,3.0,VPS,,1811.0,,,Oliver Reitala,Match Report,,,,,0.0,0.0,0.0,,,,2023,Inter Turku
11,2023-07-08,17:00,Veikkausliiga,Matchweek 15,Sat,Away,D,2.0,2.0,Haka,,2683.0,,,Mohammad Al Emara,Match Report,,,,,2.0,0.0,0.0,,,,2023,Inter Turku
12,2023-07-12,18:00,Veikkausliiga,Matchweek 15,Wed,Home,L,0.0,2.0,VPS,,2564.0,,,Oskari Hämäläinen,Match Report,,,,,0.0,0.0,1.0,,,,2023,Inter Turku
13,2023-07-17,18:00,Veikkausliiga,Matchweek 16,Mon,Home,D,1.0,1.0,KuPS,,2850.0,,,Mohammad Al Emara,Match Report,,,,,1.0,0.0,0.0,,,,2023,Inter Turku
14,2023-07-22,17:00,Veikkausliiga,Matchweek 16,Sat,Home,L,1.0,2.0,SJK,,2386.0,Tommi Jyry,3-5-2,Joni Hyytiä,Match Report,,,,,,,,,,,2023,Inter Turku
15,2023-07-30,18:30,Veikkausliiga,Matchweek 18,Sun,Away,W,2.0,0.0,IFK Mariehamn,,1447.0,Tommi Jyry,4-3-3,Petri Viljanen,Match Report,,,,,,,,,,,2023,Inter Turku
16,2023-08-07,18:00,Veikkausliiga,Matchweek 18,Mon,Away,W,4.0,1.0,KTP,,3317.0,Tommi Jyry,4-3-3,Oliver Reitala,Match Report,,,,,,,,,,,2023,Inter Turku
17,2023-08-13,16:00,Veikkausliiga,Matchweek 19,Sun,Away,L,0.0,1.0,FC Honka,,2445.0,Tommi Jyry,4-4-2◆,Petri Viljanen,Match Report,,,,,,,,,,,2023,Inter Turku
18,2023-08-20,14:00,Veikkausliiga,Matchweek 20,Sun,Home,L,1.0,3.0,HJK,,5021.0,Tommi Jyry,4-3-3,Peiman Simani,Match Report,,,,,,,,,,,2023,Inter Turku
19,2023-08-26,15:00,Veikkausliiga,Matchweek 21,Sat,Home,W,2.0,1.0,Lahti,,2130.0,Tommi Jyry,4-1-3-2,Pietu Niinimäki,Match Report,,,,,,,,,,,2023,Inter Turku
20,2023-08-30,18:00,Veikkausliiga,Matchweek 4,Wed,Away,W,2.0,1.0,Lahti,,1250.0,Juuso Hämäläinen,4-4-2,Mohammad Al Emara,Match Report,,,,,,,,,,,2023,Inter Turku
21,2023-09-03,16:00,Veikkausliiga,Matchweek 22,Sun,Home,,,,AC Oulu,,,,,,Head-to-Head,,,,,19.0,0.0,2.0,,,,2023,Inter Turku
0,2023-04-05,18:00,Veikkausliiga,Matchweek 1,Wed,Away,W,2.0,0.0,KTP,,1815.0,,,Oliver Reitala,Match Report,,,,,2.0,0.0,0.0,,,,2023,AC Oulu
1,2023-04-14,18:00,Veikkausliiga,Matchweek 2,Fri,Away,D,2.0,2.0,Haka,,2322.0,,,Mohammad Al Emara,Match Report,,,,,2.0,0.0,0.0,,,,2023,AC Oulu
